Fecha (dd/mm/aaaa),Orden del plazo,Plazo,Días plazo real,Tipo de aprobación,Tasa efectiva (%),Tasa nominal (%)
06/27/2017,1,Overnight,1,Normal,6.259,5.988
06/28/2017,1,Overnight,1,Normal,6.257,5.986
06/29/2017,1,Overnight,1,Normal,6.252,5.982
06/30/2017,1,Overnight,4,Normal,6.252,5.983
07/04/2017,1,Overnight,1,Normal,5.748,5.513
07/05/2017,1,Overnight,1,Normal,5.749,5.514
07/06/2017,1,Overnight,1,Normal,5.75,5.515
07/07/2017,1,Overnight,3,Normal,5.754,5.519
07/10/2017,1,Overnight,1,Normal,5.754,5.518
07/11/2017,1,Overnight,1,Normal,5.757,5.521
07/12/2017,1,Overnight,1,Normal,5.758,5.522
07/13/2017,1,Overnight,1,Normal,5.757,5.521
07/14/2017,1,Overnight,3,Normal,5.757,5.522
07/17/2017,1,Overnight,1,Normal,5.755,5.519
07/18/2017,1,Overnight,1,Normal,5.754,5.518
07/19/2017,1,Overnight,2,Normal,5.754,5.519
07/21/2017,1,Overnight,3,Normal,5.754,5.519
07/24/2017,1,Overnight,1,Normal,5.755,5.519
07/25/2017,1,Overnight,1,Normal,5.755,5.519
07/26/2017,1,Overnight,1,Normal,5.754,5.518
07/27/2017,1,Overnight,1,Normal,5.747,5.512
07/28/2017,1,Overnight,3,Normal,5.5,5.282
07/31/2017,1,Overnight,1,Normal,5.489,5.271
08/01/2017,1,Overnight,1,Normal,5.5,5.281
08/02/2017,1,Overnight,1,Normal,5.501,5.282
08/03/2017,1,Overnight,1,Normal,5.503,5.284
08/04/2017,1,Overnight,4,Normal,5.503,5.285
08/08/2017,1,Overnight,1,Normal,5.504,5.285
08/09/2017,1,Overnight,1,Normal,5.507,5.288
08/10/2017,1,Overnight,1,Normal,5.509,5.29
08/11/2017,1,Overnight,3,Normal,5.513,5.294
08/14/2017,1,Overnight,1,Normal,5.515,5.295
08/15/2017,1,Overnight,1,Normal,5.526,5.305
08/16/2017,1,Overnight,1,Normal,5.529,5.308
08/17/2017,1,Overnight,1,Normal,5.529,5.308
08/18/2017,1,Overnight,4,Normal,5.537,5.317
08/22/2017,1,Overnight,1,Normal,5.539,5.318
08/23/2017,1,Overnight,1,Normal,5.542,5.32
08/24/2017,1,Overnight,1,Normal,5.547,5.325
08/25/2017,1,Overnight,3,Normal,5.545,5.324
08/28/2017,1,Overnight,1,Normal,5.551,5.329
08/29/2017,1,Overnight,1,Normal,5.551,5.329
08/30/2017,1,Overnight,1,Normal,5.534,5.313
08/31/2017,1,Overnight,1,Normal,5.517,5.297
09/01/2017,1,Overnight,3,Normal,5.261,5.058
09/04/2017,1,Overnight,1,Normal,5.26,5.056
09/05/2017,1,Overnight,1,Normal,5.264,5.06
09/06/2017,1,Overnight,1,Normal,5.267,5.063
09/07/2017,1,Overnight,1,Normal,5.274,5.07
09/08/2017,1,Overnight,3,Normal,5.278,5.074
09/11/2017,1,Overnight,1,Normal,5.273,5.069
09/12/2017,1,Overnight,1,Normal,5.25,5.047
09/13/2017,1,Overnight,1,Normal,5.249,5.046
09/14/2017,1,Overnight,1,Normal,5.25,5.047
09/15/2017,1,Overnight,3,Normal,5.249,5.047
09/18/2017,1,Overnight,1,Normal,5.251,5.048
09/19/2017,1,Overnight,1,Normal,5.251,5.048
09/20/2017,1,Overnight,1,Normal,5.255,5.052
09/21/2017,1,Overnight,1,Normal,5.257,5.054
09/22/2017,1,Overnight,3,Normal,5.258,5.055
09/25/2017,1,Overnight,1,Normal,5.256,5.053
09/26/2017,1,Overnight,1,Normal,5.252,5.049
09/27/2017,1,Overnight,1,Normal,5.257,5.054
09/28/2017,1,Overnight,1,Normal,5.262,5.058
09/29/2017,1,Overnight,3,Normal,5.263,5.06
10/02/2017,1,Overnight,1,Normal,5.27,5.066
10/03/2017,1,Overnight,1,Normal,5.273,5.069
10/04/2017,1,Overnight,1,Normal,5.276,5.071
10/05/2017,1,Overnight,1,Normal,5.278,5.073
10/06/2017,1,Overnight,3,Normal,5.277,5.073
10/09/2017,1,Overnight,1,Normal,5.266,5.062
10/10/2017,1,Overnight,1,Normal,5.268,5.064
10/11/2017,1,Overnight,1,Normal,5.263,5.059
10/12/2017,1,Overnight,1,Normal,5.266,5.062
10/13/2017,1,Overnight,4,Normal,5.265,5.062
10/17/2017,1,Overnight,1,Normal,5.269,5.065
10/18/2017,1,Overnight,1,Normal,5.271,5.067
10/19/2017,1,Overnight,1,Normal,5.273,5.069
10/20/2017,1,Overnight,3,Normal,5.272,5.068
10/23/2017,1,Overnight,1,Normal,5.27,5.066
10/24/2017,1,Overnight,1,Normal,5.267,5.063
10/25/2017,1,Overnight,1,Normal,5.267,5.063
10/26/2017,1,Overnight,1,Normal,5.268,5.064
10/27/2017,1,Overnight,3,Normal,5.266,5.063
10/30/2017,1,Overnight,1,Normal,5.012,4.824
10/31/2017,1,Overnight,1,Normal,5.019,4.83
11/01/2017,1,Overnight,1,Normal,5.019,4.83
11/02/2017,1,Overnight,1,Normal,5.021,4.832
11/03/2017,1,Overnight,4,Normal,5.023,4.835
11/07/2017,1,Overnight,1,Normal,5.023,4.834
11/08/2017,1,Overnight,1,Normal,5.025,4.836
11/09/2017,1,Overnight,1,Normal,5.026,4.837
11/10/2017,1,Overnight,4,Normal,5.028,4.84
11/14/2017,1,Overnight,1,Normal,5.03,4.841
11/15/2017,1,Overnight,1,Normal,5.03,4.841
11/16/2017,1,Overnight,1,Normal,5.03,4.841
11/17/2017,1,Overnight,3,Normal,5.032,4.843
11/20/2017,1,Overnight,1,Normal,5.028,4.839
11/21/2017,1,Overnight,1,Normal,5.028,4.839
11/22/2017,1,Overnight,1,Normal,5.02,4.831
11/23/2017,1,Overnight,1,Normal,5.014,4.826
11/24/2017,1,Overnight,3,Normal,5.014,4.826
11/27/2017,1,Overnight,1,Normal,4.753,4.58
11/28/2017,1,Overnight,1,Normal,4.755,4.582
11/29/2017,1,Overnight,1,Normal,4.755,4.582
11/30/2017,1,Overnight,1,Normal,4.753,4.58
12/01/2017,1,Overnight,3,Normal,4.746,4.574
12/04/2017,1,Overnight,1,Normal,4.752,4.579
12/05/2017,1,Overnight,1,Normal,4.754,4.581
12/06/2017,1,Overnight,1,Normal,4.755,4.582
12/07/2017,1,Overnight,4,Normal,4.756,4.584
12/11/2017,1,Overnight,1,Normal,4.752,4.579
12/12/2017,1,Overnight,1,Normal,4.75,4.577
12/13/2017,1,Overnight,1,Normal,4.743,4.571
12/14/2017,1,Overnight,1,Normal,4.742,4.57
12/15/2017,1,Overnight,3,Normal,4.735,4.564
12/18/2017,1,Overnight,1,Normal,4.741,4.569
12/19/2017,1,Overnight,1,Normal,4.739,4.567
12/20/2017,1,Overnight,1,Normal,4.738,4.566
12/21/2017,1,Overnight,1,Normal,4.731,4.559
12/22/2017,1,Overnight,4,Normal,4.721,4.551
12/26/2017,1,Overnight,1,Normal,4.719,4.548
12/27/2017,1,Overnight,1,Normal,4.709,4.539
12/28/2017,1,Overnight,5,Normal,4.688,4.52
01/02/2018,1,Overnight,1,Normal,4.668,4.5
01/03/2018,1,Overnight,1,Normal,4.689,4.52
01/04/2018,1,Overnight,1,Normal,4.714,4.543
01/05/2018,1,Overnight,4,Normal,4.713,4.543
01/09/2018,1,Overnight,1,Normal,4.723,4.552
01/10/2018,1,Overnight,1,Normal,4.728,4.557
01/11/2018,1,Overnight,1,Normal,4.733,4.561
01/12/2018,1,Overnight,3,Normal,4.737,4.566
01/15/2018,1,Overnight,1,Normal,4.74,4.568
01/16/2018,1,Overnight,1,Normal,4.74,4.568
01/17/2018,1,Overnight,1,Normal,4.74,4.568
01/18/2018,1,Overnight,1,Normal,4.744,4.572
01/19/2018,1,Overnight,3,Normal,4.747,4.575
01/22/2018,1,Overnight,1,Normal,4.75,4.577
01/23/2018,1,Overnight,1,Normal,4.749,4.576
01/24/2018,1,Overnight,1,Normal,4.749,4.576
01/25/2018,1,Overnight,1,Normal,4.75,4.577
01/26/2018,1,Overnight,3,Normal,4.75,4.578
01/29/2018,1,Overnight,1,Normal,4.751,4.578
01/30/2018,1,Overnight,1,Normal,4.499,4.341
01/31/2018,1,Overnight,1,Normal,4.506,4.347
02/01/2018,1,Overnight,1,Normal,4.511,4.352
02/02/2018,1,Overnight,3,Normal,4.515,4.356
02/05/2018,1,Overnight,1,Normal,4.517,4.358
02/06/2018,1,Overnight,1,Normal,4.514,4.355
02/07/2018,1,Overnight,1,Normal,4.509,4.35
02/08/2018,1,Overnight,1,Normal,4.504,4.345
02/09/2018,1,Overnight,3,Normal,4.502,4.344
02/12/2018,1,Overnight,1,Normal,4.502,4.344
02/13/2018,1,Overnight,1,Normal,4.501,4.343
02/14/2018,1,Overnight,1,Normal,4.501,4.343
02/15/2018,1,Overnight,1,Normal,4.501,4.343
02/16/2018,1,Overnight,3,Normal,4.501,4.343
02/19/2018,1,Overnight,1,Normal,4.5,4.342
02/20/2018,1,Overnight,1,Normal,4.502,4.344
02/21/2018,1,Overnight,1,Normal,4.504,4.345
02/22/2018,1,Overnight,1,Normal,4.506,4.347
02/23/2018,1,Overnight,3,Normal,4.506,4.348
02/26/2018,1,Overnight,1,Normal,4.506,4.347
02/27/2018,1,Overnight,1,Normal,4.499,4.341
02/28/2018,1,Overnight,1,Normal,4.499,4.341
03/01/2018,1,Overnight,1,Normal,4.498,4.34
03/02/2018,1,Overnight,3,Normal,4.5,4.342
03/05/2018,1,Overnight,1,Normal,4.499,4.341
03/06/2018,1,Overnight,1,Normal,4.499,4.341
03/07/2018,1,Overnight,1,Normal,4.498,4.34
03/08/2018,1,Overnight,1,Normal,4.497,4.339
03/09/2018,1,Overnight,3,Normal,4.492,4.335
03/12/2018,1,Overnight,1,Normal,4.489,4.331
03/13/2018,1,Overnight,1,Normal,4.487,4.329
03/14/2018,1,Overnight,1,Normal,4.484,4.327
03/15/2018,1,Overnight,1,Normal,4.482,4.325
03/16/2018,1,Overnight,4,Normal,4.48,4.324
03/20/2018,1,Overnight,1,Normal,4.476,4.319
03/21/2018,1,Overnight,1,Normal,4.476,4.319
03/22/2018,1,Overnight,1,Normal,4.473,4.316
03/23/2018,1,Overnight,3,Normal,4.471,4.315
03/26/2018,1,Overnight,1,Normal,4.465,4.309
03/27/2018,1,Overnight,1,Normal,4.448,4.293
03/28/2018,1,Overnight,5,Normal,4.426,4.273
04/02/2018,1,Overnight,1,Normal,4.426,4.272
04/03/2018,1,Overnight,1,Normal,4.433,4.278
04/04/2018,1,Overnight,1,Normal,4.438,4.283
04/05/2018,1,Overnight,1,Normal,4.443,4.288
04/06/2018,1,Overnight,3,Normal,4.433,4.279
04/09/2018,1,Overnight,1,Normal,4.423,4.269
04/10/2018,1,Overnight,1,Normal,4.416,4.262
04/11/2018,1,Overnight,1,Normal,4.42,4.266
04/12/2018,1,Overnight,1,Normal,4.422,4.268
04/13/2018,1,Overnight,3,Normal,4.42,4.267
04/16/2018,1,Overnight,1,Normal,4.421,4.267
04/17/2018,1,Overnight,1,Normal,4.422,4.268
04/18/2018,1,Overnight,1,Normal,4.423,4.269
04/19/2018,1,Overnight,1,Normal,4.427,4.273
04/20/2018,1,Overnight,3,Normal,4.432,4.278
04/23/2018,1,Overnight,1,Normal,4.46,4.304
04/24/2018,1,Overnight,1,Normal,4.5,4.342
04/25/2018,1,Overnight,1,Normal,4.501,4.343
04/26/2018,1,Overnight,1,Normal,4.502,4.344
04/27/2018,1,Overnight,3,Normal,4.503,4.345
04/30/2018,1,Overnight,2,Normal,4.258,4.113
05/02/2018,1,Overnight,1,Normal,4.263,4.118
05/03/2018,1,Overnight,1,Normal,4.267,4.121
05/04/2018,1,Overnight,3,Normal,4.262,4.117
05/07/2018,1,Overnight,1,Normal,4.25,4.105
05/08/2018,1,Overnight,1,Normal,4.149,4.01
05/09/2018,1,Overnight,1,Normal,4.204,4.062
05/10/2018,1,Overnight,1,Normal,4.199,4.057
05/11/2018,1,Overnight,4,Normal,4.202,4.061
05/15/2018,1,Overnight,1,Normal,4.195,4.053
05/16/2018,1,Overnight,1,Normal,4.214,4.071
05/17/2018,1,Overnight,1,Normal,4.219,4.076
05/18/2018,1,Overnight,3,Normal,4.224,4.081
05/21/2018,1,Overnight,1,Normal,4.225,4.082
05/22/2018,1,Overnight,1,Normal,4.233,4.089
05/23/2018,1,Overnight,1,Normal,4.236,4.092
05/24/2018,1,Overnight,1,Normal,4.243,4.099
05/25/2018,1,Overnight,3,Normal,4.25,4.106
05/28/2018,1,Overnight,1,Normal,4.253,4.108
05/29/2018,1,Overnight,1,Normal,4.255,4.11
05/30/2018,1,Overnight,1,Normal,4.258,4.113
05/31/2018,1,Overnight,1,Normal,4.26,4.115
06/01/2018,1,Overnight,4,Normal,4.267,4.122
06/05/2018,1,Overnight,1,Normal,4.261,4.116
06/06/2018,1,Overnight,1,Normal,4.259,4.114
06/07/2018,1,Overnight,1,Normal,4.262,4.117
06/08/2018,1,Overnight,4,Normal,4.263,4.118
06/12/2018,1,Overnight,1,Normal,4.26,4.115
06/13/2018,1,Overnight,1,Normal,4.256,4.111
06/14/2018,1,Overnight,1,Normal,4.253,4.108
06/15/2018,1,Overnight,3,Normal,4.248,4.104
06/18/2018,1,Overnight,1,Normal,4.245,4.101
06/19/2018,1,Overnight,1,Normal,4.242,4.098
06/20/2018,1,Overnight,1,Normal,4.25,4.105
06/21/2018,1,Overnight,1,Normal,4.252,4.107
06/22/2018,1,Overnight,3,Normal,4.252,4.108
06/25/2018,1,Overnight,1,Normal,4.257,4.112
06/26/2018,1,Overnight,1,Normal,4.254,4.109
06/27/2018,1,Overnight,1,Normal,4.252,4.107
06/28/2018,1,Overnight,1,Normal,4.253,4.108
06/29/2018,1,Overnight,4,Normal,4.25,4.106
07/03/2018,1,Overnight,1,Normal,4.253,4.108
07/04/2018,1,Overnight,1,Normal,4.252,4.107
07/05/2018,1,Overnight,1,Normal,4.254,4.109
07/06/2018,1,Overnight,3,Normal,4.258,4.113
07/09/2018,1,Overnight,1,Normal,4.26,4.115
07/10/2018,1,Overnight,1,Normal,4.259,4.114
07/11/2018,1,Overnight,1,Normal,4.258,4.113
07/12/2018,1,Overnight,1,Normal,4.258,4.113
07/13/2018,1,Overnight,3,Normal,4.254,4.11
07/16/2018,1,Overnight,1,Normal,4.255,4.11
07/17/2018,1,Overnight,1,Normal,4.252,4.107
07/18/2018,1,Overnight,1,Normal,4.251,4.106
07/19/2018,1,Overnight,4,Normal,4.251,4.107
07/23/2018,1,Overnight,1,Normal,4.253,4.108
07/24/2018,1,Overnight,1,Normal,4.251,4.106
07/25/2018,1,Overnight,1,Normal,4.25,4.105
07/26/2018,1,Overnight,1,Normal,4.251,4.106
07/27/2018,1,Overnight,3,Normal,4.249,4.105
07/30/2018,1,Overnight,1,Normal,4.25,4.105
07/31/2018,1,Overnight,1,Normal,4.25,4.105
08/01/2018,1,Overnight,1,Normal,4.25,4.105
08/02/2018,1,Overnight,1,Normal,4.251,4.106
08/03/2018,1,Overnight,3,Normal,4.251,4.107
08/06/2018,1,Overnight,2,Normal,4.253,4.108
08/08/2018,1,Overnight,1,Normal,4.254,4.109
08/09/2018,1,Overnight,1,Normal,4.254,4.109
08/10/2018,1,Overnight,3,Normal,4.256,4.112
08/13/2018,1,Overnight,1,Normal,4.253,4.108
08/14/2018,1,Overnight,1,Normal,4.251,4.106
08/15/2018,1,Overnight,1,Normal,4.25,4.105
08/16/2018,1,Overnight,1,Normal,4.251,4.106
08/17/2018,1,Overnight,4,Normal,4.25,4.106
08/21/2018,1,Overnight,1,Normal,4.251,4.106
08/22/2018,1,Overnight,1,Normal,4.251,4.106
08/23/2018,1,Overnight,1,Normal,4.253,4.108
08/24/2018,1,Overnight,3,Normal,4.259,4.114
08/27/2018,1,Overnight,1,Normal,4.262,4.117
08/28/2018,1,Overnight,1,Normal,4.252,4.107
08/29/2018,1,Overnight,1,Normal,4.251,4.106
08/30/2018,1,Overnight,1,Normal,4.25,4.105
08/31/2018,1,Overnight,3,Normal,4.251,4.107
09/03/2018,1,Overnight,1,Normal,4.254,4.109
09/04/2018,1,Overnight,1,Normal,4.257,4.112
09/05/2018,1,Overnight,1,Normal,4.253,4.108
09/06/2018,1,Overnight,1,Normal,4.252,4.107
09/07/2018,1,Overnight,3,Normal,4.252,4.108
09/10/2018,1,Overnight,1,Normal,4.253,4.108
09/11/2018,1,Overnight,1,Normal,4.242,4.098
09/12/2018,1,Overnight,1,Normal,4.243,4.099
09/13/2018,1,Overnight,1,Normal,4.244,4.1
09/14/2018,1,Overnight,3,Normal,4.246,4.102
09/17/2018,1,Overnight,1,Normal,4.247,4.103
09/18/2018,1,Overnight,1,Normal,4.249,4.104
09/19/2018,1,Overnight,1,Normal,4.252,4.107
09/20/2018,1,Overnight,1,Normal,4.252,4.107
09/21/2018,1,Overnight,3,Normal,4.25,4.106
09/24/2018,1,Overnight,1,Normal,4.252,4.107
09/25/2018,1,Overnight,1,Normal,4.25,4.105
09/26/2018,1,Overnight,1,Normal,4.25,4.105
09/27/2018,1,Overnight,1,Normal,4.25,4.105
09/28/2018,1,Overnight,3,Normal,4.247,4.103
10/01/2018,1,Overnight,1,Normal,4.25,4.105
10/02/2018,1,Overnight,1,Normal,4.25,4.105
10/03/2018,1,Overnight,1,Normal,4.251,4.106
10/04/2018,1,Overnight,1,Normal,4.253,4.108
10/05/2018,1,Overnight,3,Normal,4.255,4.111
10/08/2018,1,Overnight,1,Normal,4.255,4.11
10/09/2018,1,Overnight,1,Normal,4.258,4.113
10/10/2018,1,Overnight,1,Normal,4.257,4.112
10/11/2018,1,Overnight,1,Normal,4.257,4.112
10/12/2018,1,Overnight,4,Normal,4.256,4.112
10/16/2018,1,Overnight,1,Normal,4.259,4.114
10/17/2018,1,Overnight,1,Normal,4.259,4.114
10/18/2018,1,Overnight,1,Normal,4.258,4.113
10/19/2018,1,Overnight,3,Normal,4.254,4.11
10/22/2018,1,Overnight,1,Normal,4.256,4.111
10/23/2018,1,Overnight,1,Normal,4.256,4.111
10/24/2018,1,Overnight,1,Normal,4.255,4.11
10/25/2018,1,Overnight,1,Normal,4.255,4.11
10/26/2018,1,Overnight,3,Normal,4.252,4.108
10/29/2018,1,Overnight,1,Normal,4.254,4.109
10/30/2018,1,Overnight,1,Normal,4.255,4.11
10/31/2018,1,Overnight,1,Normal,4.255,4.11
11/01/2018,1,Overnight,1,Normal,4.255,4.11
11/02/2018,1,Overnight,4,Normal,4.255,4.111
11/06/2018,1,Overnight,1,Normal,4.256,4.111
11/07/2018,1,Overnight,1,Normal,4.254,4.109
11/08/2018,1,Overnight,1,Normal,4.253,4.108
11/09/2018,1,Overnight,4,Normal,4.253,4.109
11/13/2018,1,Overnight,1,Normal,4.252,4.107
11/14/2018,1,Overnight,1,Normal,4.251,4.106
11/15/2018,1,Overnight,1,Normal,4.251,4.106
11/16/2018,1,Overnight,3,Normal,4.251,4.107
11/19/2018,1,Overnight,1,Normal,4.253,4.108
11/20/2018,1,Overnight,1,Normal,4.252,4.107
11/21/2018,1,Overnight,1,Normal,4.251,4.106
11/22/2018,1,Overnight,1,Normal,4.251,4.106
11/23/2018,1,Overnight,3,Normal,4.248,4.104
11/26/2018,1,Overnight,1,Normal,4.249,4.104
11/27/2018,1,Overnight,1,Normal,4.246,4.102
11/28/2018,1,Overnight,1,Normal,4.246,4.102
11/29/2018,1,Overnight,1,Normal,4.25,4.105
11/30/2018,1,Overnight,3,Normal,4.25,4.106
12/03/2018,1,Overnight,1,Normal,4.251,4.106
12/04/2018,1,Overnight,1,Normal,4.246,4.102
12/05/2018,1,Overnight,1,Normal,4.25,4.105
12/06/2018,1,Overnight,1,Normal,4.251,4.106
12/07/2018,1,Overnight,3,Normal,4.248,4.104
12/10/2018,1,Overnight,1,Normal,4.247,4.103
12/11/2018,1,Overnight,1,Normal,4.247,4.103
12/12/2018,1,Overnight,1,Normal,4.244,4.1
12/13/2018,1,Overnight,1,Normal,4.237,4.093
12/14/2018,1,Overnight,3,Normal,4.246,4.102
12/17/2018,1,Overnight,1,Normal,4.238,4.094
12/18/2018,1,Overnight,1,Normal,4.239,4.095
12/19/2018,1,Overnight,1,Normal,4.243,4.099
12/20/2018,1,Overnight,1,Normal,4.244,4.1
12/21/2018,1,Overnight,3,Normal,4.244,4.1
12/24/2018,1,Overnight,2,Normal,4.241,4.097
12/26/2018,1,Overnight,1,Normal,4.242,4.098
12/27/2018,1,Overnight,1,Normal,4.243,4.099
12/28/2018,1,Overnight,5,Normal,4.242,4.099
01/02/2019,1,Overnight,1,Normal,4.244,4.1
01/03/2019,1,Overnight,1,Normal,4.244,4.1
01/04/2019,1,Overnight,4,Normal,4.249,4.105
01/08/2019,1,Overnight,1,Normal,4.253,4.108
01/09/2019,1,Overnight,1,Normal,4.25,4.105
01/10/2019,1,Overnight,1,Normal,4.25,4.105
01/11/2019,1,Overnight,3,Normal,4.25,4.106
01/14/2019,1,Overnight,1,Normal,4.251,4.106
01/15/2019,1,Overnight,1,Normal,4.25,4.105
01/16/2019,1,Overnight,1,Normal,4.25,4.105
01/17/2019,1,Overnight,1,Normal,4.251,4.106
01/18/2019,1,Overnight,3,Normal,4.251,4.107
01/21/2019,1,Overnight,1,Normal,4.252,4.107
01/22/2019,1,Overnight,1,Normal,4.253,4.108
01/23/2019,1,Overnight,1,Normal,4.252,4.107
01/24/2019,1,Overnight,1,Normal,4.252,4.107
01/25/2019,1,Overnight,3,Normal,4.251,4.107
01/28/2019,1,Overnight,1,Normal,4.252,4.107
01/29/2019,1,Overnight,1,Normal,4.252,4.107
01/30/2019,1,Overnight,1,Normal,4.252,4.107
01/31/2019,1,Overnight,1,Normal,4.252,4.107
02/01/2019,1,Overnight,3,Normal,4.25,4.106
02/04/2019,1,Overnight,1,Normal,4.251,4.106
02/05/2019,1,Overnight,1,Normal,4.252,4.107
02/06/2019,1,Overnight,1,Normal,4.251,4.106
02/07/2019,1,Overnight,1,Normal,4.255,4.11
02/08/2019,1,Overnight,3,Normal,4.255,4.111
02/11/2019,1,Overnight,1,Normal,4.255,4.11
02/12/2019,1,Overnight,1,Normal,4.255,4.11
02/13/2019,1,Overnight,1,Normal,4.254,4.109
02/14/2019,1,Overnight,1,Normal,4.255,4.11
02/15/2019,1,Overnight,3,Normal,4.253,4.109
02/18/2019,1,Overnight,1,Normal,4.257,4.112
02/19/2019,1,Overnight,1,Normal,4.26,4.115
02/20/2019,1,Overnight,1,Normal,4.256,4.111
02/21/2019,1,Overnight,1,Normal,4.253,4.108
02/22/2019,1,Overnight,3,Normal,4.252,4.108
02/25/2019,1,Overnight,1,Normal,4.254,4.109
02/26/2019,1,Overnight,1,Normal,4.255,4.11
02/27/2019,1,Overnight,1,Normal,4.252,4.107
02/28/2019,1,Overnight,1,Normal,4.252,4.107
03/01/2019,1,Overnight,3,Normal,4.253,4.109
03/04/2019,1,Overnight,1,Normal,4.251,4.106
03/05/2019,1,Overnight,1,Normal,4.25,4.105
03/06/2019,1,Overnight,1,Normal,4.25,4.105
03/07/2019,1,Overnight,1,Normal,4.25,4.105
03/08/2019,1,Overnight,3,Normal,4.251,4.107
03/11/2019,1,Overnight,1,Normal,4.254,4.109
03/12/2019,1,Overnight,1,Normal,4.253,4.108
03/13/2019,1,Overnight,1,Normal,4.25,4.105
03/14/2019,1,Overnight,1,Normal,4.25,4.105
03/15/2019,1,Overnight,3,Normal,4.248,4.104
03/18/2019,1,Overnight,1,Normal,4.249,4.104
03/19/2019,1,Overnight,1,Normal,4.25,4.105
03/20/2019,1,Overnight,1,Normal,4.252,4.107
03/21/2019,1,Overnight,1,Normal,4.255,4.11
03/22/2019,1,Overnight,4,Normal,4.252,4.108
03/26/2019,1,Overnight,1,Normal,4.253,4.108
03/27/2019,1,Overnight,1,Normal,4.254,4.109
03/28/2019,1,Overnight,1,Normal,4.253,4.108
03/29/2019,1,Overnight,3,Normal,4.254,4.11
04/01/2019,1,Overnight,1,Normal,4.252,4.107
04/02/2019,1,Overnight,1,Normal,4.252,4.107
04/03/2019,1,Overnight,1,Normal,4.25,4.105
04/04/2019,1,Overnight,1,Normal,4.252,4.107
04/05/2019,1,Overnight,3,Normal,4.25,4.106
04/08/2019,1,Overnight,1,Normal,4.251,4.106
04/09/2019,1,Overnight,1,Normal,4.251,4.106
04/10/2019,1,Overnight,1,Normal,4.252,4.107
04/11/2019,1,Overnight,1,Normal,4.254,4.109
04/12/2019,1,Overnight,3,Normal,4.252,4.108
04/15/2019,1,Overnight,1,Normal,4.255,4.11
04/16/2019,1,Overnight,1,Normal,4.255,4.11
04/17/2019,1,Overnight,5,Normal,4.249,4.105
04/22/2019,1,Overnight,1,Normal,4.251,4.106
04/23/2019,1,Overnight,1,Normal,4.251,4.106
04/24/2019,1,Overnight,1,Normal,4.251,4.106
04/25/2019,1,Overnight,1,Normal,4.251,4.106
04/26/2019,1,Overnight,3,Normal,4.252,4.108
04/29/2019,1,Overnight,1,Normal,4.251,4.106
04/30/2019,1,Overnight,2,Normal,4.25,4.106
05/02/2019,1,Overnight,1,Normal,4.253,4.108
05/03/2019,1,Overnight,3,Normal,4.253,4.109
05/06/2019,1,Overnight,1,Normal,4.254,4.109
05/07/2019,1,Overnight,1,Normal,4.255,4.11
05/08/2019,1,Overnight,1,Normal,4.255,4.11
05/09/2019,1,Overnight,1,Normal,4.257,4.112
05/10/2019,1,Overnight,3,Normal,4.254,4.11
05/13/2019,1,Overnight,1,Normal,4.255,4.11
05/14/2019,1,Overnight,1,Normal,4.254,4.109
05/15/2019,1,Overnight,1,Normal,4.255,4.11
05/16/2019,1,Overnight,1,Normal,4.256,4.111
05/17/2019,1,Overnight,3,Normal,4.256,4.112
05/20/2019,1,Overnight,1,Normal,4.257,4.112
05/21/2019,1,Overnight,1,Normal,4.258,4.113
05/22/2019,1,Overnight,1,Normal,4.258,4.113
05/23/2019,1,Overnight,1,Normal,4.26,4.115
05/24/2019,1,Overnight,3,Normal,4.262,4.117
05/27/2019,1,Overnight,1,Normal,4.261,4.116
05/28/2019,1,Overnight,1,Normal,4.262,4.117
05/29/2019,1,Overnight,1,Normal,4.259,4.114
05/30/2019,1,Overnight,1,Normal,4.258,4.113
05/31/2019,1,Overnight,4,Normal,4.257,4.113
06/04/2019,1,Overnight,1,Normal,4.26,4.115
06/05/2019,1,Overnight,1,Normal,4.261,4.116
06/06/2019,1,Overnight,1,Normal,4.262,4.117
06/07/2019,1,Overnight,3,Normal,4.263,4.118
06/10/2019,1,Overnight,1,Normal,4.261,4.116
06/11/2019,1,Overnight,1,Normal,4.256,4.111
06/12/2019,1,Overnight,1,Normal,4.257,4.112
06/13/2019,1,Overnight,1,Normal,4.257,4.112
06/14/2019,1,Overnight,3,Normal,4.256,4.112
06/17/2019,1,Overnight,1,Normal,4.257,4.112
06/18/2019,1,Overnight,1,Normal,4.256,4.111
06/19/2019,1,Overnight,1,Normal,4.256,4.111
06/20/2019,1,Overnight,1,Normal,4.255,4.11
06/21/2019,1,Overnight,4,Normal,4.253,4.109
06/25/2019,1,Overnight,1,Normal,4.253,4.108
06/26/2019,1,Overnight,1,Normal,4.254,4.109
06/27/2019,1,Overnight,1,Normal,4.253,4.108
06/28/2019,1,Overnight,4,Normal,4.255,4.111
07/02/2019,1,Overnight,1,Normal,4.259,4.114
07/03/2019,1,Overnight,1,Normal,4.258,4.113
07/04/2019,1,Overnight,1,Normal,4.257,4.112
07/05/2019,1,Overnight,3,Normal,4.256,4.112
07/08/2019,1,Overnight,1,Normal,4.255,4.11
07/09/2019,1,Overnight,1,Normal,4.254,4.109
07/10/2019,1,Overnight,1,Normal,4.254,4.109
07/11/2019,1,Overnight,1,Normal,4.255,4.11
07/12/2019,1,Overnight,3,Normal,4.253,4.109
